date,open,high,low,close,volume,oi
2024-09-10 09:15:00+05:30,155,155,135.5,142.75,689775,3153225
2024-09-10 09:16:00+05:30,143.2,151.7,142.6,149.65,483300,3153225
2024-09-10 09:17:00+05:30,150,150,140.4,140.4,292875,3153225
2024-09-10 09:18:00+05:30,139.7,141.15,135.25,136.7,279150,2965200
2024-09-10 09:19:00+05:30,136.45,140,133.75,137.35,319875,2965200
2024-09-10 09:20:00+05:30,137.15,141.5,134.85,139.85,311350,2965200
2024-09-10 09:21:00+05:30,140.05,142.65,136.5,138.6,223750,3060450
2024-09-10 09:22:00+05:30,138.75,141.4,137.45,139.6,176900,3060450
2024-09-10 09:23:00+05:30,139.6,145,139.15,141.85,269850,3060450
2024-09-10 09:24:00+05:30,141.8,148.5,140,147.75,274675,3107300
2024-09-10 09:25:00+05:30,147.6,147.6,139.65,145.75,257150,3107300
2024-09-10 09:26:00+05:30,145.55,146.45,137.3,137.7,237950,3107300
2024-09-10 09:27:00+05:30,137.55,141.2,130.75,130.75,249250,3086075
2024-09-10 09:28:00+05:30,135.75,142.05,135.7,141.25,204750,3086075
2024-09-10 09:29:00+05:30,141.6,142.4,138.4,141.85,146425,3086075
2024-09-10 09:30:00+05:30,141.1,142.85,137.7,138.1,148900,3117775
2024-09-10 09:31:00+05:30,138.55,140.1,135.8,138.2,119525,3117775
2024-09-10 09:32:00+05:30,138.15,138.75,131.85,132.85,178825,3117775
2024-09-10 09:33:00+05:30,133.7,135.25,130.65,133.2,93900,3168300
2024-09-10 09:34:00+05:30,134,134.55,126.55,128.9,187675,3168300
2024-09-10 09:35:00+05:30,129.3,133,126,130.9,186125,3168300
2024-09-10 09:36:00+05:30,131.3,131.5,125.35,126.15,138900,3265650
2024-09-10 09:37:00+05:30,126.65,127.4,120.25,120.8,200975,3265650
2024-09-10 09:38:00+05:30,122.1,125.2,118.35,123.45,212200,3265650
2024-09-10 09:39:00+05:30,123.1,125.3,121.75,122.4,174825,3411725
2024-09-10 09:40:00+05:30,121.45,123.5,117.3,118.2,241525,3411725
2024-09-10 09:41:00+05:30,119.6,122.25,116.25,119.9,177125,3411725
2024-09-10 09:42:00+05:30,120.3,123.05,115.5,122.2,250525,3570550
2024-09-10 09:43:00+05:30,122.3,124.2,117.75,118.8,277950,3570550
