date,open,high,low,close,volume,oi
2024-09-24 09:15:00+05:30,454.95,454.95,454.95,454.95,0,0
2024-09-24 09:16:00+05:30,455,455,447.45,454.2,200,83200
2024-09-24 09:17:00+05:30,454.2,454.2,448.7,448.7,400,83200
2024-09-24 09:18:00+05:30,448.7,450.25,444.55,450.25,1000,83200
2024-09-24 09:19:00+05:30,450.25,455,450.25,455,800,81800
2024-09-24 09:20:00+05:30,455,460.05,455,459.85,1400,81800
2024-09-24 09:21:00+05:30,453.6,453.6,453.6,453.6,1000,81800
2024-09-24 09:22:00+05:30,453.6,453.6,453.6,453.6,0,81800
2024-09-24 09:23:00+05:30,453.6,459.85,453.6,459.85,800,81200
2024-09-24 09:24:00+05:30,459.85,459.85,459.85,459.85,0,81200
2024-09-24 09:25:00+05:30,459.85,459.85,441.65,441.65,0,81200
2024-09-24 09:26:00+05:30,441.65,441.65,441.65,441.65,200,81200
2024-09-24 09:27:00+05:30,439.75,439.75,439.75,439.75,200,81200
2024-09-24 09:28:00+05:30,439.75,443,439.75,443,600,80800
2024-09-24 09:29:00+05:30,443,443.1,443,443.1,200,80800
2024-09-24 09:30:00+05:30,443.1,443.1,440,440,1000,80800
2024-09-24 09:31:00+05:30,440,445.5,440,445.5,600,82200
2024-09-24 09:32:00+05:30,445.5,445.5,443.25,443.25,200,82200
2024-09-24 09:33:00+05:30,443.25,443.25,442,442,200,82200
2024-09-24 09:34:00+05:30,442,442,433,433,0,82200
2024-09-24 09:35:00+05:30,433,433,430,430,400,82200
2024-09-24 09:36:00+05:30,430,437,430,432.55,200,82200
2024-09-24 09:37:00+05:30,432.55,432.55,432.55,432.55,200,82200
2024-09-24 09:38:00+05:30,432.55,432.55,432.55,432.55,0,82200
2024-09-24 09:39:00+05:30,432.55,432.55,432.55,432.55,0,82200
2024-09-24 09:40:00+05:30,432.55,432.55,432.55,432.55,0,82200
2024-09-24 09:41:00+05:30,432.55,432.55,432.55,432.55,0,82200
2024-09-24 09:42:00+05:30,432.55,432.55,432.55,432.55,0,82200
2024-09-24 09:43:00+05:30,434.3,434.3,432.45,432.45,400,82800
2024-09-24 09:44:00+05:30,432.45,432.45,432.45,432.45,0,82800
2024-09-24 09:45:00+05:30,432.45,432.45,420,420,2400,82800
2024-09-24 09:46:00+05:30,420.8,424.15,420,424.15,800,80000
2024-09-24 09:47:00+05:30,432,436.5,432,436.5,1000,80000
2024-09-24 09:48:00+05:30,436.5,441.25,436.5,441.25,200,80000
2024-09-24 09:49:00+05:30,441.25,441.75,441.25,441.75,600,79800
2024-09-24 09:50:00+05:30,441.75,447.65,441,447.65,800,79800
2024-09-24 09:51:00+05:30,447.65,448,447.65,448,400,79800
2024-09-24 09:52:00+05:30,448,448,448,448,0,79800
2024-09-24 09:53:00+05:30,448,448,448,448,0,79800
2024-09-24 09:54:00+05:30,448,448,445,445,0,78200
2024-09-24 09:55:00+05:30,448,448,448,448,200,78000
2024-09-24 09:56:00+05:30,448,456.95,448,456.95,400,78000
2024-09-24 09:57:00+05:30,456.95,456.95,456.95,456.95,0,78000
2024-09-24 09:58:00+05:30,456.95,456.95,452.4,452.4,400,77800
2024-09-24 09:59:00+05:30,452.4,452.4,452.4,452.4,0,77800
2024-09-24 10:00:00+05:30,452.4,452.4,452.4,452.4,0,77800
